LanePointX,LanePointY
-1.381974,0.000000
-1.115962,0.000000
-0.848959,0.000000
-0.597258,0.000000
-0.344678,0.000000
-0.094698,0.000000
0.172020,0.000000
0.437031,0.000000
0.704255,0.000000
0.968746,0.000000
1.230427,0.000000
1.497434,0.000000
1.757726,0.000000
2.015555,0.000000
2.284732,0.000000
2.553668,0.000000
2.811618,0.000000
3.090857,0.000000
3.347341,0.000000
3.619333,0.000000
3.906945,0.000000
4.210057,0.000000
4.474485,0.000000
4.750141,0.000000
5.036345,0.000000
5.333776,0.000000
5.641449,0.000000
5.895642,0.000000
6.156853,0.000000
6.425182,0.000000
6.700163,0.000000
6.982301,0.000000
7.270665,0.000000
7.566493,0.000000
7.869074,0.000000
8.178931,0.000000
8.495442,0.000000
8.819009,0.000000
9.149431,0.000000
9.402048,0.000000
9.657166,0.000000
9.916386,0.000000
10.177377,0.000000
10.442188,0.000000
10.707883,0.000000
10.977073,0.000000
11.247315,0.000000
11.519987,0.000000
11.793209,0.000000
12.068539,0.000000
12.343991,0.000000
12.620771,0.000000
12.897518,0.000000
13.175458,0.000000
13.451752,0.000000
13.729253,0.000000
14.006318,0.000000
14.284705,0.000000
14.561786,0.000000
14.839950,0.000000
15.116896,0.000000
15.394580,0.000000
15.671290,0.000000
15.948875,0.000000
16.225200,0.000000
16.502413,0.000000
16.778277,0.000000
17.054987,0.000000
17.330988,0.000000
17.608000,0.000000
17.883205,0.000000
18.159796,0.000000
18.435158,0.000000
18.712336,0.000000
18.989699,0.000000
19.269305,0.000000
19.550055,0.000000
19.833755,0.000000
20.119547,0.000000
20.409060,0.000000
20.701358,0.000000
20.998398,0.000000
21.298285,0.000000
21.602993,0.000000
21.910702,0.000000
22.223585,0.000000
22.538608,0.000000
22.859222,0.000000
23.182042,0.000000
23.510082,0.000000
23.840802,0.000000
24.177713,0.000000
24.515359,0.000000
24.859160,0.000000
25.205481,0.000000
25.556910,0.000000
25.910971,0.000000
26.269925,0.000000
26.632012,0.000000
26.998730,0.000000
27.368519,0.000000
27.742876,0.000000
27.994211,0.000000
28.245783,0.000000
28.499990,0.000000
28.754502,0.000000
29.010626,0.000000
29.268107,0.000000
29.525443,0.000000
29.785161,0.000000
30.045236,0.000000
30.305487,0.000000
30.567424,0.000000
30.828836,0.000000
31.091663,0.000000
31.355506,0.000000
31.618834,0.000000
31.883232,0.000000
32.146791,0.000000
32.411424,0.000000
32.676897,0.000000
32.941142,0.000000
33.205924,0.000000
33.470812,0.000000
33.735170,0.000000
34.000275,0.000000
34.264729,0.000000
34.528559,0.000000
34.792815,0.000000
35.057056,0.000000
35.321191,0.000000
35.585242,0.000000
35.849335,0.000000
36.113036,0.000000
36.378815,0.000000
36.640742,0.000000
36.905010,0.000000
37.167681,0.000000
37.431408,0.000000
37.695293,0.000000
37.957847,0.000000
38.221913,0.000000
38.486693,0.000000
38.747825,0.000000
39.011185,0.000000
39.273395,0.000000
39.536597,0.000000
39.799858,0.000000
40.062013,0.000000
40.325838,0.000000
40.588295,0.000000
40.849381,0.000000
41.113981,0.000000
41.373918,0.000000
41.636728,0.000000
41.900837,0.000000
42.160636,0.000000
42.423240,0.000000
42.684737,0.000000
42.945872,0.000000
43.208285,0.000000
43.469771,0.000000
43.731487,0.000000
43.993127,0.000000
44.254535,0.000000
44.518010,0.000000
44.777342,0.000000
45.038455,0.000000
45.299330,0.000000
45.560341,0.000000
45.821715,0.000000
46.081576,0.000000
46.342989,0.000000
46.603738,0.000000
46.864476,0.000000
47.125136,0.000000
47.384845,0.000000
47.645974,0.000000
47.906162,0.000000
48.168465,0.000000
48.426839,0.000000
48.687401,0.000000
48.947321,0.000000
49.206933,0.000000
49.468638,0.000000
49.726297,0.000000
49.986259,0.000000
50.247200,0.000000
50.505244,0.000000
50.765282,0.000000
51.024580,0.000000
51.283595,0.000000
51.542847,0.000000
51.801663,0.000000
52.060974,0.000000
52.320411,0.000000
52.578183,0.000000
52.837768,0.000000
53.096574,0.000000
53.355345,0.000000
53.614207,0.000000
53.872113,0.000000
54.130769,0.000000
54.389161,0.000000
54.647463,0.000000
54.907660,0.000000
55.163540,0.000000
55.422115,0.000000
55.680184,0.000000
55.938497,0.000000
56.197308,0.000000
56.456183,0.000000
56.714110,0.000000
56.972779,0.000000
57.231633,0.000000
57.489430,0.000000
57.748153,0.000000
58.005769,0.000000
58.264082,0.000000
58.522505,0.000000
58.779831,0.000000
59.037925,0.000000
59.296165,0.000000
59.553343,0.000000
59.811490,0.000000
60.068399,0.000000
60.325938,0.000000
60.583958,0.000000
60.840761,0.000000
61.098437,0.000000
61.357258,0.000000
61.612145,0.000000
61.871102,0.000000
62.125972,0.000000
62.382901,0.000000
62.640151,0.000000
62.896462,0.000000
63.153249,0.000000
63.409420,0.000000
63.666170,0.000000
63.922527,0.000000
64.178574,0.000000
64.434883,0.000000
64.691003,0.000000
64.946987,0.000000
65.205121,0.000000
65.460818,0.000000
65.714784,0.000000
65.970478,0.000000
66.227542,0.000000
66.481404,0.000000
66.737047,0.000000
66.992505,0.000000
67.248418,0.000000
67.505176,0.000000
67.759860,0.000000
68.017915,0.000000
68.271596,0.000000
68.527598,0.000000
68.785251,0.000000
69.039057,0.000000
69.296768,0.000000
69.550438,0.000000
69.806017,0.000000
70.061179,0.000000
70.316522,0.000000
70.572053,0.000000
70.827895,0.000000
71.083233,0.000000
71.339596,0.000000
71.596775,0.000000
71.850571,0.000000
72.106335,0.000000
72.361808,0.000000
72.617691,0.000000
72.875608,0.000000
73.128495,0.000000
73.383972,0.000000
73.639654,0.000000
73.895859,0.000000
74.153524,0.000000
74.407170,0.000000
74.663105,0.000000
74.918748,0.000000
75.174451,0.000000
75.429972,0.000000
75.686974,0.000000
75.941322,0.000000
76.197213,0.000000
76.453090,0.000000
76.709173,0.000000
76.965464,0.000000
77.221014,0.000000
77.477042,0.000000
77.733160,0.000000
77.988486,0.000000
78.244726,0.000000
78.500368,0.000000
78.756490,0.000000
79.014178,0.000000
79.270000,0.000000
79.524325,0.000000
79.780960,0.000000
80.036921,0.000000
80.293076,0.000000
80.549132,0.000000
80.805427,0.000000
81.061771,0.000000
81.318181,0.000000
81.576999,0.000000
81.833095,0.000000
82.087088,0.000000
82.343339,0.000000
82.599542,0.000000
82.856287,0.000000
83.113131,0.000000
83.369195,0.000000
83.625943,0.000000
83.882491,0.000000
84.139080,0.000000
84.395954,0.000000
84.651787,0.000000
84.908381,0.000000
85.164775,0.000000
85.421713,0.000000
85.680165,0.000000
85.935204,0.000000
86.192067,0.000000
86.448797,0.000000
86.705259,0.000000
86.961982,0.000000
87.218786,0.000000
87.475639,0.000000
87.732680,0.000000
87.990325,0.000000
88.246855,0.000000
88.503892,0.000000
88.760539,0.000000
89.017380,0.000000
89.274878,0.000000
89.531078,0.000000
89.788256,0.000000
90.045618,0.000000
90.302992,0.000000
90.560791,0.000000
90.817263,0.000000
91.074399,0.000000
91.332171,0.000000
91.588745,0.000000
91.847515,0.000000
92.106376,0.000000
92.360886,0.000000
92.618555,0.000000
92.876840,0.000000
93.133693,0.000000
93.391496,0.000000
93.648587,0.000000
93.906185,0.000000
94.163850,0.000000
94.421794,0.000000
94.680044,0.000000
94.937186,0.000000
95.194937,0.000000
95.452531,0.000000
95.710342,0.000000
95.968756,0.000000
96.226266,0.000000
96.484511,0.000000
96.743085,0.000000
97.000492,0.000000
97.258426,0.000000
97.516696,0.000000
97.774586,0.000000
98.033006,0.000000
98.291801,0.000000
98.549756,0.000000
98.807951,0.000000
99.066208,0.000000
99.324432,0.000000
99.583355,0.000000
99.841190,0.000000
100.099820,0.000000
100.358387,0.000000
100.617196,0.000000
100.875769,0.000000
101.134215,0.000000
101.392755,0.000000
101.650569,0.000000
101.909050,0.000000
102.168765,0.000000
102.427419,0.000000
102.685816,0.000000
102.944639,0.000000
103.203458,0.000000
103.462272,0.000000
103.720826,0.000000
103.979380,0.000000
104.238319,0.000000
104.496977,0.000000
104.755906,0.000000
105.015425,0.000000
105.274082,0.000000
105.533090,0.000000
105.791887,0.000000
106.050811,0.000000
106.309774,0.000000
106.569130,0.000000
106.828163,0.000000
107.087903,0.000000
107.347285,0.000000
107.605988,0.000000
107.865386,0.000000
108.124253,0.000000
108.383573,0.000000
108.643560,0.000000
108.902411,0.000000
109.163654,0.000000
109.421572,0.000000
109.681210,0.000000
109.942715,0.000000
110.199929,0.000000
110.459970,0.000000
110.718823,0.000000
110.978559,0.000000
111.240147,0.000000
111.498044,0.000000
111.758104,0.000000
112.017828,0.000000
112.277238,0.000000
112.539126,0.000000
112.798505,0.000000
113.056533,0.000000
113.316420,0.000000
113.576303,0.000000
113.836552,0.000000
114.098452,0.000000
114.356300,0.000000
114.616364,0.000000
114.876251,0.000000
115.136328,0.000000
115.397121,0.000000
115.656858,0.000000
115.917286,0.000000
116.178030,0.000000
116.437665,0.000000
116.697845,0.000000
116.957814,0.000000
117.217981,0.000000
117.478236,0.000000
117.740030,0.000000
117.998829,0.000000
118.259404,0.000000
118.520727,0.000000
118.781141,0.000000
119.041431,0.000000
119.301267,0.000000
119.562257,0.000000
119.822410,0.000000
120.083045,0.000000
120.344214,0.000000
120.604364,0.000000
120.865719,0.000000
121.125702,0.000000
121.386189,0.000000
121.647485,0.000000
121.907660,0.000000
122.168758,0.000000
122.429950,0.000000
122.690691,0.000000
122.952218,0.000000
123.212594,0.000000
123.473327,0.000000
123.734229,0.000000
123.995127,0.000000
124.256349,0.000000
124.518037,0.000000
124.778654,0.000000
125.040016,0.000000
125.300995,0.000000
125.562220,0.000000
125.824022,0.000000
126.084738,0.000000
126.346322,0.000000
126.608474,0.000000
126.869342,0.000000
127.130898,0.000000
127.392798,0.000000
127.653816,0.000000
127.915903,0.000000
128.177054,0.000000
128.438955,0.000000
128.700770,0.000000
128.962568,0.000000
129.224085,0.000000
129.487125,0.000000
129.748781,0.000000
130.011516,0.000000
130.273275,0.000000
130.535586,0.000000
130.797497,0.000000
131.061576,0.000000
131.322404,0.000000
131.585809,0.000000
131.847799,0.000000
132.111239,0.000000
132.373075,0.000000
132.635740,0.000000
132.898029,0.000000
133.160517,0.000000
133.423185,0.000000
133.686438,0.000000
133.948517,0.000000
134.211314,0.000000
134.474813,0.000000
134.737051,0.000000
135.000250,0.000000
135.262253,0.000000
135.524931,0.000000
135.787641,0.000000
136.050539,0.000000
136.313983,0.000000
136.576502,0.000000
136.839542,0.000000
137.103013,0.000000
137.365322,0.000000
137.628672,0.000000
137.891534,0.000000
138.153570,0.000000
138.417037,0.000000
138.680011,0.000000
138.943378,0.000000
139.207140,0.000000
139.469694,0.000000
139.734307,0.000000
139.995615,0.000000
140.258371,0.000000
140.523539,0.000000
140.785287,0.000000
141.048272,0.000000
141.313741,0.000000
141.575173,0.000000
141.839106,0.000000
142.101888,0.000000
142.365244,0.000000
142.628688,0.000000
142.892117,0.000000
143.155991,0.000000
143.419711,0.000000
143.814328,0.000000
144.077956,0.000000
144.344824,0.000000
144.606400,0.000000
144.868905,0.000000
145.134373,0.000000
145.397091,0.000000
145.661266,0.000000
145.925651,0.000000
146.188937,0.000000
146.452230,0.000000
146.716309,0.000000
146.980262,0.000000
147.244520,0.000000
147.507997,0.000000
147.771675,0.000000
148.036306,0.000000
148.300361,0.000000
148.564858,0.000000
148.828061,0.000000
149.092330,0.000000
149.356171,0.000000
149.620332,0.000000
149.884203,0.000000
150.150526,0.000000
150.413506,0.000000
150.677876,0.000000
150.942346,0.000000
151.206186,0.000000
151.472352,0.000000
151.734756,0.000000
151.999271,0.000000
152.266006,0.000000
152.527976,0.000000
152.794198,0.000000
153.058262,0.000000
153.322403,0.000000
153.586806,0.000000
153.851208,0.000000
154.115975,0.000000
154.380662,0.000000
154.645074,0.000000
154.909851,0.000000
155.175237,0.000000
155.440249,0.000000
155.705213,0.000000
155.969675,0.000000
156.234433,0.000000
156.499031,0.000000
156.763348,0.000000
157.027999,0.000000
157.293078,0.000000
157.558744,0.000000
157.825083,0.000000
158.091323,0.000000
158.354013,0.000000
158.618808,0.000000
158.883647,0.000000
159.148557,0.000000
159.414816,0.000000
159.679033,0.000000
159.944025,0.000000
160.209236,0.000000
160.474687,0.000000
160.740054,0.000000
161.004828,0.000000
161.269331,0.000000
161.534420,0.000000
161.799724,0.000000
162.065204,0.000000
162.330591,0.000000
162.596108,0.000000
162.861516,0.000000
163.126729,0.000000
163.392010,0.000000
163.657271,0.000000
163.922562,0.000000
164.187937,0.000000
164.453492,0.000000
164.719182,0.000000
164.984856,0.000000
165.250387,0.000000
165.515946,0.000000
165.781134,0.000000
166.046688,0.000000
166.312235,0.000000
166.577793,0.000000
166.843615,0.000000
167.109503,0.000000
167.375277,0.000000
167.640997,0.000000
167.906558,0.000000
168.172313,0.000000
168.438106,0.000000
168.703751,0.000000
168.970149,0.000000
169.235854,0.000000
169.502356,0.000000
169.769754,0.000000
170.034029,0.000000
170.299805,0.000000
170.565893,0.000000
170.832405,0.000000
171.098703,0.000000
171.366572,0.000000
171.631164,0.000000
171.898629,0.000000
172.163853,0.000000
172.430802,0.000000
172.697963,0.000000
172.962774,0.000000
173.229766,0.000000
173.497577,0.000000
173.762554,0.000000
174.029792,0.000000
174.295510,0.000000
174.562226,0.000000
174.828979,0.000000
175.095788,0.000000
175.362880,0.000000
175.629754,0.000000
175.896636,0.000000
176.163653,0.000000
176.430659,0.000000
176.697863,0.000000
176.964998,0.000000
177.232510,0.000000
177.499859,0.000000
177.767100,0.000000
178.034389,0.000000
178.301651,0.000000
178.569086,0.000000
178.836556,0.000000
179.104299,0.000000
179.371796,0.000000
179.639418,0.000000
179.906762,0.000000
180.174294,0.000000
180.441892,0.000000
180.709672,0.000000
180.977459,0.000000
181.245327,0.000000
181.513214,0.000000
181.780986,0.000000
182.048614,0.000000
182.316354,0.000000
182.584133,0.000000
182.851941,0.000000
183.119948,0.000000
183.387892,0.000000
183.655952,0.000000
183.923985,0.000000
184.192000,0.000000
184.460260,0.000000
184.727949,0.000000
184.996035,0.000000
185.264252,0.000000
185.532477,0.000000
185.800775,0.000000
186.069205,0.000000
186.337302,0.000000
186.605507,0.000000
186.873681,0.000000
187.141643,0.000000
187.409718,0.000000
187.678126,0.000000
187.946205,0.000000
188.214722,0.000000
188.483244,0.000000
188.751621,0.000000
189.019918,0.000000
189.288059,0.000000
189.556456,0.000000
189.824815,0.000000
190.093318,0.000000
190.364999,0.000000
190.630543,0.000000
190.899291,0.000000
191.167952,0.000000
191.436433,0.000000
191.704755,0.000000
191.973211,0.000000
192.242318,0.000000
192.510960,0.000000
192.779501,0.000000
193.048625,0.000000
193.317489,0.000000
193.586225,0.000000
193.854936,0.000000
194.123127,0.000000
194.391675,0.000000
194.660854,0.000000
194.930222,0.000000
195.198572,0.000000
195.467257,0.000000
195.736459,0.000000
196.005825,0.000000
196.275558,0.000000
196.543337,0.000000
196.811921,0.000000
197.080456,0.000000
197.349587,0.000000
197.619232,0.000000
197.890164,0.000000
198.157495,0.000000
198.427339,0.000000
198.696310,0.000000
198.965377,0.000000
199.235575,0.000000
199.503345,0.000000
199.772881,0.000000
200.042648,0.000000
200.312222,0.000000
200.582047,0.000000
200.850292,0.000000
201.119600,0.000000
201.389182,0.000000
201.658178,0.000000
